bag_id,source_type,record_id,position
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c412b07f108d31ba49befa0f,462
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f069ce783df86d75c0fefef7,463
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:cd0243b1b62dc303180ef3fd,464
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ecccdf6b89255f3c815fc367:0000,465
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:aaacbd31f6bfc545026a06cc,466
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ab8d04e303626d8eaae92f7f,467
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:54accb97b1f273f1f4505d8a:0000,468
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4cd9b83b000af1f118bb6f62:0000,469
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:9c80869cd8b499d69a51e23e:0000,470
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ff42d0b85d171b0afb70c261,471
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f76d262389af1616ed5e3bb1,472
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:beacf2fcbfb82c01d35a1dad,473
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ef04dd52fb85d4a9f56b6c18,474
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ca41269e158ea600ebf63664:0000,475
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2f109a28c498cb060f99bfdb,476
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b5fe7a592ea5ee4285e2a276,477
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:21e5353c9228c3c1ce998269,478
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ffd5bb82c80664c679799762,479
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:909459d7c160c2bf1c86ca83:0000,480
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:281d986f64a4d384b2b538d1:0000,481
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ca9cb72527c57bfc66c1c870,482
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:cc0f9146756458370d1d5909,483
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2c352a39dbe378c264bb5264,484
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2b690d480356599f8f99254a:0000,485
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c8ca55c09b3d998ca44126a7:0000,486
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1b4f2e42e0a0d2de1459da2b,487
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b20a91614f912900fec011b5,488
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b528cec800a9866dc804c84d,489
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0bd2706f2fd81e672a007bf8,490
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c8df2209bcf9e8b03a2db4a5,491
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:db087fda2caa096abb589110,492
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e9b3e66fc0838fe82d591b84,493
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:429185073f1942504fdc7257,494
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b8cec74376402e4ce0dd6545:0000,495
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:34b1c8bec482ced277ca1044,496
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a1c62fa226bdba81ded51ffd:0000,497
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f375db70ba3f218a45f93f45,498
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:3c9c549d32e0287fb1867301:0000,499
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1ac7c86fbc6d22d095197861,500
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3eb1d5f386ecca247f1f8e8e,501
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:6266dc32bacfe97c8aec3de5,502
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1c2c8f67596e33fb6f680bee,503
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ac44dc196c011b2bbbefa5f1:0000,504
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a4fb4d6555e6fc1e04e255c3:0000,505
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:da3b07c08ea4c91f59a73866,506
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4b868fd21b53acaa2d3266e0:0000,507
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:d438dc7b850cfcd8482d01ce:0000,508
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ce2e85e17b8c75d24ccbe174:0000,509
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c9bc611acfe5d0316a71f055:0000,510
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:9efd1794317fa8b729dff4e0,511
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8e10c431f26526a0edeaf82d:0000,512
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:1595504e2e3aa66d8992d9e0:0000,513
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f1fb5991dd9b35b29a365e6d,514
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:91cc4a98e715ed30cb4a7174:0000,515
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1f2fc8d73b93e8687c1fbe66,516
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:244031c31641af240e2dd041:0000,517
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1f24cb64fa4f377f3faf3e84,518
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:d035fbef730c899e5f4dc222:0000,519
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:d2af528d414b880360227180:0000,520
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:68d92f582fd2b85774c65b78:0000,521
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:97e6509b2b60ec06ce641350:0000,522
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5bab63fb5f87490626f6648f:0000,523
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:026c94ca3b8a7d877792978d,524
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:365b22d7f13eb97b05454c82,525
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:90c4601a5caad8c43d364c31,526
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:90ac14419cdd04eff3f6d5cd,527
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:716c61df15eecfaccecc1859,528
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:275cc31584e18750ce1dfda9:0000,529
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:11a99d9d2a0d249834014329,530
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:819e36373512dd97e8edfebd,531
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c284d3349d05412ac9d3f522:0000,532
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:230922904e2c121dfa06e309:0000,533
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a286c1d4030c86e2cea27134:0000,534
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1bc16783323d072bf9417027,535
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:adb6d3a00f27be5970656e96:0000,536
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:90c1eb1fc2c3e3b3284741c8,537
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ac35eecd6f70ba38fa98df5f:0000,538
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c1fafc6f35128133de5fd886:0000,539
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:54fbddbfb8fa8327b60d3a37:0000,540
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ddebeeac0132e1298d5d2f9c:0000,541
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2fc97858b94badf85840de77:0000,542
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:60bede07b50a02ece155d616:0000,543
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:162d4b249c783605521a3b46,544
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5d591b1a19ffbcb8154c3b8d:0000,545
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:07fcae3e389c08d544066c85,546
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:6c59f52da8425412d144a5d4:0000,547
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:d9f4ac6657fe9b726ab8381c:0000,548
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c51d065db4db626ffe31b404:0000,549
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:227f7d09ba31fec9157a332a,550
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:71460e3aac4277d104517852,551
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:079c541b67bb0647e2bb18a8:0000,552
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:44495bbc4b9fb14799afe508:0000,553
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c005eeeac4d4cd4fc3ce9be2:0000,554
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5113c402b14ec2b809c20406,555
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b380cf71bd2a72f873f8eead,556
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a1f877accf8403617bf03fc8,557
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:398e44ff1a76fce567d562b2:0000,558
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5d55a33d2668654058a20ca5,559
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f737f7e4881adb4670f41908,560
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:9ac9c734f2a560cac047c940,561
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:7e1086773d81808646c8b35e,562
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:14bec3d79c25ea0a69c2c7e8:0000,563
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3eb38e739018f0525005abb0,564
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:847914ba0ce828a3bf87b414:0000,565
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3619599722a1e9d51d86ff5c,566
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:9da55d4221152186e2b90e7f:0000,567
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:00b20276d6a9fd9787665b85,568
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f6020a150895e28bec8699c6,569
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:44826e1a26d11b041fb5485d:0000,570
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:712f40e10b739f4bbe8c0c5f:0000,571
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f0f9eac94e3d1874d0dccbf9:0000,572
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f545477b441da7fea33cb494:0000,573
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:bc4ebd0a9a0e3d8afb7ef5cf,574
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:268e58f6c8396abb787da428,575
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b840511b52c2904e74f0d36d:0000,576
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:3d64add444c0d5a44e7024ba:0000,577
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d736b02e72439fba2f867311,578
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:321fd87761d7af146b6a316d,579
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2a4ccaa0003082d4315414b4,580
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:6da37629eed8b57ffbc2be82:0000,581
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:60d83f952dae78a2ba52d986:0000,582
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:68b92eb07d7905f1f1aa1e2e,583
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:80a29423d882b296b402f80f,584
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:864c9d1221ff362e2c0154df:0000,585
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:132675051983a427abdd35ff,586
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:aee19b668ebeecd216057525,587
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d7c2bcfc88c6422142f0ed51,588
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2eeef43c8b7fcb2e30fe7bca:0000,589
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2994f040f5e9585e44b762e1:0000,590
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:7b7c0242055a63b3b2304d07:0000,591
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8dd57d2062fb2b671c36d176,592
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:29229908be29c4517bbcf517:0000,593
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:44235151e1d8b8fcaf91f5f7,594
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c2b1f8cb63c648de1f3bf39d,595
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2ba163c1f0f63964b4c0db90,596
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:964dbe120116cd535cc5caa4:0000,597
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f1aabac02cf71a803c6a798c:0000,598
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:06ca7d92975bfd706cc422b9,599
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:78d337b1a9db18ff328a4891:0000,600
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f03f14b707505c7d9f15a51d,601
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:687ee22b9735371a7b5796d0:0000,602
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2e402f718310490baf9dd25d,603
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4ab0ee60be24bdb230832b32,604
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:34747ef803caa7e30ea0ed57,605
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:993fddafc4c96295279c096b:0000,606
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:242d9f8b98cc21c3ffa47951:0000,607
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a855c6fb1fba7631bcb42512:0000,608
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:161f487af6f19fde76e93279,609
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:77545e094b7225c3d972fe31:0000,610
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:12d0903d1eec04ea891f1d0d,611
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ff282c11b93cc9d284ab8cf7:0000,612
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:7d4513dd0d8b1833855f84aa,613
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:acd1a93c76ed2907916fce70,614
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:247b06789036cd2f655bfd86:0000,615
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:046e18102e902c8c970df46e:0000,616
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:cea11abc5bad3b3829727edf,617
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:36410ef5d293ed697deebc7a:0000,618
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f4f1065f614f7d0198d6c71b,619
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:912ee3a2b4954bf8a255a883:0000,620
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:bdf8cdcf8b2a32e97161d5c6:0000,621
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:bfa7166a0ee2cc37b8a30ad2,622
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2ae3505416dbd2577832802e:0000,623
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:7c9d1c2d20429830fcb869da,624
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:45aa3c6225f5e1687961cb28,625
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:7b2c6e52c1c5c526beb7918e:0000,626
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:aa81e8c976e4dbdb9525ca13,627
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:41885e9af7c137e23e84e16d,628
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:68740eab1ac7eae650b9b6ca:0000,629
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:78dba7d6dc9aeec0c0fd8b21:0000,630
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0df65715a3633447e4195148:0000,631
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:551f50f3dc1be578164ad8d1,632
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:7e4ecaf606a67307d5994e77,633
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:6953d03a854aca8d5520db39,634
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:771dfd3dfccf5b97a870d78f:0000,635
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:80ab70c6bbec785adfa2f89f:0000,636
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:9e5689958fdea6b790cb82fd:0000,637
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b0d7cb4f9bee6fa1da8fa5ad:0000,638
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f5422a551fc1a16602980600:0000,639
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0abba8b41c4cb3d7b0fbeb5a:0000,640
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:66b9bc5e34bd7fc2d3135e1e,641
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3ba088f46b45b8945ef8e5ef,642
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d613e706e3e6e24e4aec2f46,643
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:54e3a2d125e3e5f46375bac9,644
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a8ad001aefbbcbc4b32d1780,645
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5021e1111c8c7d54df7d77df:0000,646
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b5d2f2c331679439c5dd56ec:0000,647
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ba37ac736e5d0fe219cc2481,648
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:495a3a9c2191ce1f4b332e1c,649
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:3f1e1943b9ccbc96bfbf66eb:0000,650
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5ad341f2cc29f729baa8d878,651
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a47ac331a37c95df9e631396:0000,652
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:20205cbd50c4ad2c53774624:0000,653
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:99444734e7d224d4e3044ee4:0000,654
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8a2cca32ea9f72b9910aabb3:0000,655
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0aee95e617ce3c82b0904bd4,656
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:bc86d449aab8be7bf36c3d9d:0000,657
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:896f6da62ca03d73c3376588:0000,658
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0f6dd634784f8f1341cb874f:0000,659
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5ad070e643300c6699d08972,660
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:01a7400bb8c9941211688265,661
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a5d734274b8984c7e4106cc8:0000,662
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f05801ed197724c1b1e06329:0000,663
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8fea6901a588d5814bae91b1,664
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ce5c72d72cdbe3e24b938667,665
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:e851ed3bffe19b18672f4cbc:0000,666
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a85614e22b7e329822e6ecf0,667
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:23ed523432a72cc25b28d2e5,668
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:292a655d440bfe063cde1fd2:0000,669
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ef10702cec700d72619cad6e,670
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0c4ab8d8fb7b8e24fc47376e,671
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0a0d2870ccd1287ba0581519,672
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5d3e0a6659fb8f068e99bcc9,673
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4fdb73be8589990581081081,674
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:85c6e29fc0d1bd2542f6afca:0000,675
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:6f6dbd7e7e09909e7fa0ab7c:0000,676
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4e80fc03f314cb4911de7b32,677
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:36ab087b00e23e703cea62fa:0000,678
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:6a9b0ceccf7a2ef1be87d828,679
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:fc81d34aec7177fd6d6b81b9,680
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:67a540715ef9a7e3d1cc453f:0000,681
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:36df2ff6d78f9242bb0c3a82:0000,682
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:db839a5dc4e7cecfd035ac57:0000,683
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:fff4d0c84a1bc94055285136,684
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8852801028e08cd5537157fe,685
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a619fb4dec47fca831aca98d,686
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ac4a60a39c8702d8ac43f144,687
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:1ef57988d4588be616a73c7c:0000,688
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:64b99964922b5d833120d0d2:0000,689
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:af0d3f38d3f6bd9103821a77,690
